Key,Region,Season,Day,Prompt,LLM Result (raw),Pred Has Extreme,Pred Peak MW,GT Has Extreme,GT Peak MW,GT N Extreme Slots,Lenient,Consistent,Peak MAE,Extraction OK,Model,Prompting,Elapsed (s)
energy_extreme_DE_LU_2023-09-18_01:30,DE_LU,Autumn,Tuesday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Autumn. Day: Tuesday. Is weekend: No.
Normal load range: 50813 ± 8469 MW. Extreme threshold: 63516 MW.

Historical load (",RULE: NO,False,0.0,False,0.0,0,1.0,1.0,N/A,True,threshold_rule,threshold_rule,0.0
energy_extreme_DE_LU_2023-08-08_01:30,DE_LU,Summer,Wednesday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Summer. Day: Wednesday. Is weekend: No.
Normal load range: 48624 ± 8006 MW. Extreme threshold: 60633 MW.

Historical load",RULE: NO,False,0.0,False,0.0,0,1.0,1.0,N/A,True,threshold_rule,threshold_rule,0.0
energy_extreme_DE_LU_2023-07-02_01:30,DE_LU,Summer,Monday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Summer. Day: Monday. Is weekend: No.
Normal load range: 50412 ± 8031 MW. Extreme threshold: 62458 MW.

Historical load (l",RULE: NO,False,0.0,True,578.06,6,0.0,1.0,N/A,True,threshold_rule,threshold_rule,0.0
energy_extreme_DE_LU_2023-02-16_00:30,DE_LU,Winter,Friday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Winter. Day: Friday. Is weekend: No.
Normal load range: 57411 ± 8172 MW. Extreme threshold: 69668 MW.

Historical load (l",RULE: YES,True,67366.68,True,859.11,2,1.0,1.0,66507.56999999999,True,threshold_rule,threshold_rule,0.0
energy_extreme_DE_LU_2023-11-08_00:30,DE_LU,Autumn,Thursday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Autumn. Day: Thursday. Is weekend: No.
Normal load range: 55465 ± 8767 MW. Extreme threshold: 68615 MW.

Historical load ",RULE: YES,True,68724.84,True,48.53,1,1.0,1.0,68676.31,True,threshold_rule,threshold_rule,0.0
energy_extreme_DE_LU_2023-04-24_01:30,DE_LU,Spring,Tuesday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Spring. Day: Tuesday. Is weekend: No.
Normal load range: 51724 ± 8333 MW. Extreme threshold: 64223 MW.

Historical load (",RULE: NO,False,0.0,True,480.82,1,0.0,1.0,N/A,True,threshold_rule,threshold_rule,0.0
energy_extreme_DE_LU_2023-07-01_01:30,DE_LU,Summer,Sunday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Summer. Day: Sunday. Is weekend: Yes.
Normal load range: 50200 ± 8246 MW. Extreme threshold: 62569 MW.

Historical load (",RULE: NO,False,0.0,False,0.0,0,1.0,1.0,N/A,True,threshold_rule,threshold_rule,0.0
energy_extreme_DE_LU_2023-01-09_00:30,DE_LU,Winter,Tuesday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Winter. Day: Tuesday. Is weekend: No.
Normal load range: 53567 ± 8090 MW. Extreme threshold: 65702 MW.

Historical load (",RULE: YES,True,66310.16,True,1493.04,16,1.0,1.0,64817.12,True,threshold_rule,threshold_rule,0.0
energy_extreme_DE_LU_2023-04-12_01:30,DE_LU,Spring,Thursday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Spring. Day: Thursday. Is weekend: No.
Normal load range: 47747 ± 8079 MW. Extreme threshold: 59865 MW.

Historical load ",RULE: YES,True,60689.37,True,4340.76,11,1.0,1.0,56348.61,True,threshold_rule,threshold_rule,0.0
energy_extreme_DE_LU_2023-03-16_00:30,DE_LU,Spring,Friday,"The following is electricity load data (MW) in the DE_LU bidding zone.
Season: Spring. Day: Friday. Is weekend: No.
Normal load range: 56445 ± 7918 MW. Extreme threshold: 68321 MW.

Historical load (l",RULE: YES,True,67194.28,False,0.0,0,0.0,1.0,N/A,True,threshold_rule,threshold_rule,0.0
